task_id,task_type,description,pre_tasks,requirements,affected_factors
27,Type B,Description task 27,"[80, 34, 49, 38, 39, 40, 22, 21, 77, 1, 73, 51, 57, 64, 14, 50, 62, 67, 9, 42, 23, 18, 25, 41, 58, 45, 71, 8, 2, 31, 79, 13, 72, 10, 37, 36, 55, 16, 29, 59, 61, 19, 74, 20, 56, 24, 60, 11, 53, 47, 54, 63, 68, 15, 43, 5, 48, 32, 78, 52]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 5], [3, ""Product"", 1], [4, ""Product"", 1], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 2], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 2], [13, ""Environment"", 4], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 1], [17, ""Environment"", 5], [18, ""Environment"", 4], [19, ""Environment"", 4], [20, ""Environment"", 5]]"
28,Type C,Description task 28,"[55, 34, 45, 9, 38, 13, 36, 59, 44, 77, 41, 42, 22, 35, 11, 69, 73, 27, 39, 48, 47, 18, 66, 3, 20, 24, 68, 65, 10, 76, 62, 17, 2, 49, 32, 51, 26, 25, 30, 6, 33, 37, 54, 67, 74, 23, 56, 5, 4, 15, 75, 79, 78, 16, 64, 1, 57, 29, 50, 80]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 2], [3, ""Product"", 5], [4, ""Product"", 5], [5, ""Product"", 3], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 2], [10, ""Product"", 3], [11, ""Environment"", 4], [12, ""Environment"", 2], [13, ""Environment"", 4], [14, ""Environment"", 2], [15, ""Environment"", 5], [16, ""Environment"", 5], [17, ""Environment"", 1], [18, ""Environment"", 4], [19, ""Environment"", 5], [20, ""Environment"", 3]]"
29,Type C,Description task 29,"[12, 67, 8, 68, 17, 2, 19, 76, 52, 77, 27, 16, 79, 48, 13, 51, 20, 5, 4, 59, 71, 28, 37, 53, 23, 11, 65, 50, 38, 22, 14, 35, 33, 9, 47, 66, 34, 30, 32, 45, 43, 21, 10, 55, 63, 54, 42, 6, 56, 26, 57, 46, 3, 36, 24, 74, 62, 44, 39, 64]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 5], [5, ""Product"", 4], [6, ""Product"", 3], [7, ""Product"", 4], [8, ""Product"", 5], [9, ""Product"", 4], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 3], [14, ""Environment"", 5], [15, ""Environment"", 3], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 4], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
30,Type C,Description task 30,"[45, 35, 64, 75, 41, 69, 8, 33, 22, 38, 13, 46, 42, 25, 47, 28, 60, 11, 79, 21, 19, 55, 15, 40, 3, 48, 66, 43, 4, 74, 59, 5, 53, 16, 39, 7, 70, 32, 52, 61, 71, 24, 6, 26, 78, 54, 50, 80, 68, 58, 73, 37, 34, 67, 18, 51, 57, 10, 62, 49]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 3], [3, ""Product"", 5], [4, ""Product"", 5], [5, ""Product"", 1], [6, ""Product"", 4], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 3], [14, ""Environment"", 2], [15, ""Environment"", 4], [16, ""Environment"", 2], [17, ""Environment"", 4], [18, ""Environment"", 2], [19, ""Environment"", 1], [20, ""Environment"", 5]]"
31,Type A,Description task 31,"[12, 2, 71, 62, 49, 54, 4, 68, 56, 61, 41, 10, 53, 66, 48, 1, 63, 5, 47, 55, 37, 65, 11, 76, 24, 73, 34, 26, 3, 30, 7, 72, 75, 8, 70, 79, 20, 59, 58, 80, 74, 43, 28, 32, 21, 57, 52, 13, 15, 60, 25, 39, 35, 42, 27, 69, 38, 16, 77, 46]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 2], [3, ""Product"", 2], [4, ""Product"", 1], [5, ""Product"", 4], [6, ""Product"", 5], [7, ""Product"", 4], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 2], [13, ""Environment"", 5], [14, ""Environment"", 5], [15, ""Environment"", 3], [16, ""Environment"", 1], [17, ""Environment"", 5], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 1]]"
32,Type A,Description task 32,"[40, 63, 59, 42, 23, 53, 21, 12, 15, 18, 19, 65, 26, 67, 51, 70, 22, 7, 25, 27, 10, 2, 50, 6, 49, 3, 30, 78, 8, 66, 80, 16, 61, 20, 4, 34, 60, 79, 62, 73, 37, 38, 57, 56, 68, 39, 36, 72, 1, 46, 41, 17, 76, 44, 58, 54, 55, 77, 28, 69]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 2], [3, ""Product"", 1], [4, ""Product"", 4], [5, ""Product"", 1], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 2], [11, ""Environment"", 1], [12, ""Environment"", 3], [13, ""Environment"", 2], [14, ""Environment"", 5], [15, ""Environment"", 4], [16, ""Environment"", 4], [17, ""Environment"", 1], [18, ""Environment"", 3], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
33,Type C,Description task 33,"[12, 57, 54, 9, 53, 11, 42, 65, 71, 43, 70, 63, 60, 36, 46, 58, 76, 1, 45, 10, 78, 40, 21, 48, 6, 73, 56, 39, 47, 69, 14, 38, 34, 19, 25, 80, 7, 16, 35, 50, 66, 59, 8, 77, 15, 51, 37, 41, 5, 28, 31, 2, 4, 3, 68, 44, 30, 32, 67, 29]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 1], [3, ""Product"", 4], [4, ""Product"", 1], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 1], [8, ""Product"", 1], [9, ""Product"", 4], [10, ""Product"", 5], [11, ""Environment"", 3], [12, ""Environment"", 2], [13, ""Environment"", 2], [14, ""Environment"", 4], [15, ""Environment"", 1], [16, ""Environment"", 1], [17, ""Environment"", 5], [18, ""Environment"", 2], [19, ""Environment"", 2], [20, ""Environment"", 4]]"
34,Type A,Description task 34,"[17, 36, 45, 67, 11, 47, 77, 29, 43, 32, 23, 42, 5, 39, 18, 26, 16, 80, 31, 19, 72, 74, 6, 56, 52, 79, 57, 22, 60, 69, 62, 14, 75, 46, 65, 41, 4, 63, 20, 70, 61, 58, 12, 2, 54, 3, 78, 25, 10, 68, 9, 76, 21, 51, 55, 59, 71, 44, 30, 28]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 2], [3, ""Product"", 3], [4, ""Product"", 5], [5, ""Product"", 5], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 1], [9, ""Product"", 4], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 4], [13, ""Environment"", 4], [14, ""Environment"", 5], [15, ""Environment"", 5], [16, ""Environment"", 4], [17, ""Environment"", 1], [18, ""Environment"", 2], [19, ""Environment"", 3], [20, ""Environment"", 4]]"
35,Type A,Description task 35,"[13, 61, 18, 22, 44, 66, 5, 28, 58, 4, 25, 70, 59, 80, 47, 75, 20, 78, 77, 46, 32, 65, 74, 12, 56, 1, 79, 3, 7, 45, 26, 76, 55, 16, 2, 52, 62, 40, 29, 8, 21, 43, 63, 15, 39, 14, 53, 23, 48, 9, 38, 31, 72, 24, 36, 19, 10, 37, 27, 50]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 5], [3, ""Product"", 3], [4, ""Product"", 4], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 4], [9, ""Product"", 4], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 2], [13, ""Environment"", 5], [14, ""Environment"", 1], [15, ""Environment"", 4], [16, ""Environment"", 4], [17, ""Environment"", 1], [18, ""Environment"", 4], [19, ""Environment"", 4], [20, ""Environment"", 2]]"
36,Type B,Description task 36,"[38, 57, 46, 22, 37, 5, 79, 3, 66, 52, 17, 47, 9, 24, 30, 80, 29, 56, 15, 35, 40, 64, 72, 16, 32, 48, 10, 44, 42, 25, 19, 65, 14, 11, 77, 43, 41, 69, 28, 62, 78, 2, 68, 27, 4, 76, 73, 67, 61, 45, 12, 20, 63, 50, 58, 70, 54, 53, 23, 75]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 5], [3, ""Product"", 1], [4, ""Product"", 2], [5, ""Product"", 5], [6, ""Product"", 5], [7, ""Product"", 5], [8, ""Product"", 3], [9, ""Product"", 2], [10, ""Product"", 4], [11, ""Environment"", 4], [12, ""Environment"", 5], [13, ""Environment"", 1], [14, ""Environment"", 2], [15, ""Environment"", 4], [16, ""Environment"", 5], [17, ""Environment"", 5], [18, ""Environment"", 2], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
37,Type A,Description task 37,"[28, 19, 79, 69, 48, 50, 14, 42, 30, 77, 39, 12, 31, 34, 68, 33, 65, 56, 76, 16, 36, 6, 4, 15, 25, 74, 23, 20, 71, 64, 46, 38, 49, 32, 21, 57, 22, 52, 62, 54, 43, 53, 70, 24, 41, 3, 26, 2, 1, 44, 11, 66, 72, 7, 47, 13, 55, 10, 45, 18]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 5], [3, ""Product"", 2], [4, ""Product"", 4], [5, ""Product"", 2], [6, ""Product"", 1], [7, ""Product"", 3], [8, ""Product"", 1], [9, ""Product"", 2], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 2], [15, ""Environment"", 5], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 5], [19, ""Environment"", 4], [20, ""Environment"", 3]]"
38,Type C,Description task 38,"[5, 15, 16, 35, 19, 37, 8, 40, 66, 50, 14, 61, 71, 72, 77, 23, 24, 3, 44, 67, 36, 49, 45, 53, 41, 70, 69, 31, 51, 55, 32, 75, 26, 65, 64, 1, 47, 25, 7, 43, 21, 60, 12, 20, 30, 11, 33, 78, 52, 28, 46, 34, 27, 42, 18, 39, 58, 59, 22, 62]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 1], [6, ""Product"", 3], [7, ""Product"", 1], [8, ""Product"", 5], [9, ""Product"", 2], [10, ""Product"", 4], [11, ""Environment"", 5], [12, ""Environment"", 5], [13, ""Environment"", 4], [14, ""Environment"", 5], [15, ""Environment"", 5], [16, ""Environment"", 4], [17, ""Environment"", 2], [18, ""Environment"", 3], [19, ""Environment"", 1], [20, ""Environment"", 1]]"
39,Type A,Description task 39,"[22, 24, 67, 65, 31, 45, 1, 30, 53, 64, 29, 78, 28, 9, 60, 63, 46, 49, 68, 26, 69, 76, 56, 59, 36, 4, 25, 48, 15, 33, 43, 66, 20, 11, 73, 74, 23, 3, 27, 14, 58, 32, 54, 12, 41, 77, 79, 2, 75, 50, 40, 18, 37, 52, 70, 19, 38, 17, 7, 44]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 5], [3, ""Product"", 5], [4, ""Product"", 4], [5, ""Product"", 4], [6, ""Product"", 4], [7, ""Product"", 4], [8, ""Product"", 4], [9, ""Product"", 4], [10, ""Product"", 5], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 3], [16, ""Environment"", 3], [17, ""Environment"", 4], [18, ""Environment"", 2], [19, ""Environment"", 5], [20, ""Environment"", 4]]"
40,Type A,Description task 40,"[62, 8, 1, 48, 36, 43, 11, 10, 50, 68, 13, 56, 5, 29, 55, 61, 9, 14, 46, 39, 18, 16, 67, 23, 4, 75, 2, 69, 41, 52, 37, 22, 66, 3, 24, 6, 77, 19, 70, 65, 60, 20, 32, 80, 49, 57, 34, 42, 35, 72, 31, 38, 15, 74, 12, 71, 7, 21, 30, 54]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 3], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 5], [9, ""Product"", 1], [10, ""Product"", 1], [11, ""Environment"", 5], [12, ""Environment"", 5], [13, ""Environment"", 1], [14, ""Environment"", 4], [15, ""Environment"", 3], [16, ""Environment"", 3], [17, ""Environment"", 2], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 2]]"
41,Type B,Description task 41,"[10, 56, 49, 13, 63, 11, 61, 18, 78, 66, 69, 21, 19, 30, 27, 76, 35, 34, 54, 72, 7, 29, 26, 57, 44, 64, 32, 58, 15, 22, 23, 74, 62, 20, 40, 3, 43, 2, 33, 48, 79, 42, 38, 1, 59, 71, 73, 12, 36, 75, 8, 25, 45, 9, 52, 65, 39, 24, 5, 50]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 3], [3, ""Product"", 5], [4, ""Product"", 3], [5, ""Product"", 5], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 1], [9, ""Product"", 2], [10, ""Product"", 3], [11, ""Environment"", 5], [12, ""Environment"", 1], [13, ""Environment"", 5], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 1], [19, ""Environment"", 2], [20, ""Environment"", 2]]"
42,Type C,Description task 42,"[80, 41, 66, 56, 3, 18, 68, 23, 43, 69, 70, 74, 47, 7, 57, 79, 75, 55, 65, 5, 44, 17, 1, 33, 46, 30, 24, 59, 26, 13, 78, 25, 29, 19, 22, 36, 53, 11, 58, 31, 21, 48, 2, 15, 71, 37, 16, 51, 28, 40, 27, 20, 72, 45, 34, 54, 67, 64, 10, 9]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 2], [3, ""Product"", 3], [4, ""Product"", 1], [5, ""Product"", 2], [6, ""Product"", 2], [7, ""Product"", 5], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 3], [11, ""Environment"", 5], [12, ""Environment"", 2], [13, ""Environment"", 3], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 4], [17, ""Environment"", 2], [18, ""Environment"", 2], [19, ""Environment"", 4], [20, ""Environment"", 5]]"
43,Type B,Description task 43,"[10, 44, 47, 59, 4, 48, 23, 74, 60, 29, 65, 77, 45, 16, 61, 38, 70, 64, 78, 36, 28, 19, 25, 26, 67, 20, 5, 56, 63, 14, 55, 73, 9, 49, 33, 7, 22, 37, 3, 54, 57, 39, 35, 1, 24, 72, 31, 76, 27, 46, 69, 58, 40, 68, 71, 53, 75, 11, 17, 79]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 4], [3, ""Product"", 5], [4, ""Product"", 4], [5, ""Product"", 1], [6, ""Product"", 2], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 3], [10, ""Product"", 4], [11, ""Environment"", 1], [12, ""Environment"", 3], [13, ""Environment"", 5], [14, ""Environment"", 5], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 3], [18, ""Environment"", 5], [19, ""Environment"", 3], [20, ""Environment"", 5]]"
44,Type C,Description task 44,"[49, 31, 20, 73, 70, 35, 64, 21, 3, 42, 60, 47, 12, 48, 5, 33, 16, 11, 59, 6, 29, 36, 57, 13, 14, 10, 74, 9, 15, 32, 7, 53, 28, 4, 45, 62, 22, 50, 39, 72, 30, 40, 63, 77, 68, 18, 51, 75, 78, 17, 71, 67, 66, 80, 79, 56, 61, 52, 1, 38]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 1], [5, ""Product"", 4], [6, ""Product"", 3], [7, ""Product"", 4], [8, ""Product"", 5], [9, ""Product"", 5], [10, ""Product"", 4], [11, ""Environment"", 5], [12, ""Environment"", 1], [13, ""Environment"", 3], [14, ""Environment"", 5], [15, ""Environment"", 5], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 1], [19, ""Environment"", 3], [20, ""Environment"", 5]]"
45,Type A,Description task 45,"[14, 30, 75, 47, 46, 73, 62, 37, 20, 5, 33, 61, 13, 55, 74, 34, 70, 77, 39, 23, 11, 2, 71, 43, 12, 21, 36, 26, 58, 31, 69, 25, 53, 67, 49, 35, 6, 64, 17, 29, 19, 79, 10, 54, 72, 78, 18, 16, 40, 59, 63, 76, 28, 7, 1, 41, 24, 66, 44, 52]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 4], [3, ""Product"", 4], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 3], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 2], [10, ""Product"", 4], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 3], [15, ""Environment"", 3], [16, ""Environment"", 2], [17, ""Environment"", 3], [18, ""Environment"", 1], [19, ""Environment"", 3], [20, ""Environment"", 4]]"
46,Type C,Description task 46,"[37, 20, 73, 65, 19, 49, 47, 64, 17, 42, 9, 33, 76, 39, 15, 1, 25, 5, 30, 14, 38, 79, 22, 66, 36, 53, 10, 18, 78, 69, 26, 2, 21, 8, 43, 74, 57, 50, 61, 32, 28, 52, 34, 7, 72, 68, 11, 80, 23, 71, 60, 16, 62, 77, 70, 3, 51, 6, 58, 27]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 2], [3, ""Product"", 5], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 3], [7, ""Product"", 1], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 4], [11, ""Environment"", 3], [12, ""Environment"", 5], [13, ""Environment"", 4], [14, ""Environment"", 4], [15, ""Environment"", 4], [16, ""Environment"", 3], [17, ""Environment"", 2], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 5]]"
47,Type C,Description task 47,"[43, 34, 60, 3, 70, 23, 49, 11, 78, 65, 66, 52, 69, 57, 45, 59, 4, 36, 14, 24, 41, 35, 46, 6, 37, 21, 58, 54, 77, 48, 2, 71, 56, 5, 40, 16, 19, 26, 29, 73, 13, 8, 30, 74, 28, 68, 17, 62, 33, 72, 25, 7, 42, 18, 76, 32, 20, 55, 61, 44]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 1], [3, ""Product"", 3], [4, ""Product"", 1], [5, ""Product"", 1], [6, ""Product"", 5], [7, ""Product"", 4], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 3], [11, ""Environment"", 1], [12, ""Environment"", 5], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 4], [16, ""Environment"", 1], [17, ""Environment"", 1], [18, ""Environment"", 4], [19, ""Environment"", 1], [20, ""Environment"", 4]]"
48,Type B,Description task 48,"[56, 72, 19, 43, 50, 14, 59, 40, 9, 27, 28, 38, 33, 3, 55, 16, 6, 23, 52, 1, 65, 51, 26, 67, 57, 34, 31, 71, 74, 35, 36, 77, 61, 41, 29, 49, 4, 2, 5, 7, 80, 73, 8, 13, 58, 45, 68, 75, 63, 24, 46, 37, 60, 18, 20, 11, 12, 10, 53, 78]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 2], [3, ""Product"", 3], [4, ""Product"", 5], [5, ""Product"", 5], [6, ""Product"", 5], [7, ""Product"", 5], [8, ""Product"", 5], [9, ""Product"", 3], [10, ""Product"", 2], [11, ""Environment"", 1], [12, ""Environment"", 2], [13, ""Environment"", 4], [14, ""Environment"", 3], [15, ""Environment"", 3], [16, ""Environment"", 5], [17, ""Environment"", 2], [18, ""Environment"", 4], [19, ""Environment"", 1], [20, ""Environment"", 1]]"
49,Type C,Description task 49,"[10, 37, 4, 7, 30, 67, 18, 27, 2, 50, 80, 45, 9, 61, 65, 79, 64, 35, 3, 52, 42, 44, 12, 39, 46, 34, 60, 23, 6, 63, 22, 28, 68, 53, 77, 24, 70, 71, 51, 5, 41, 78, 73, 31, 57, 8, 19, 14, 32, 13, 29, 20, 76, 74, 47, 69, 38, 58, 55, 21]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 4], [3, ""Product"", 3], [4, ""Product"", 4], [5, ""Product"", 2], [6, ""Product"", 2], [7, ""Product"", 4], [8, ""Product"", 2], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 2], [13, ""Environment"", 2], [14, ""Environment"", 5], [15, ""Environment"", 3], [16, ""Environment"", 4], [17, ""Environment"", 3], [18, ""Environment"", 4], [19, ""Environment"", 1], [20, ""Environment"", 1]]"
50,Type C,Description task 50,"[20, 57, 71, 42, 54, 28, 22, 40, 31, 26, 15, 80, 27, 8, 59, 41, 35, 18, 55, 37, 44, 67, 45, 1, 58, 66, 47, 34, 73, 6, 25, 56, 3, 61, 32, 24, 29, 11, 7, 70, 76, 23, 75, 46, 74, 16, 10, 65, 38, 4, 9, 68, 5, 72, 52, 60, 39, 21, 36, 17]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 2], [3, ""Product"", 2], [4, ""Product"", 3], [5, ""Product"", 1], [6, ""Product"", 4], [7, ""Product"", 5], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 1], [11, ""Environment"", 4], [12, ""Environment"", 5], [13, ""Environment"", 1], [14, ""Environment"", 5], [15, ""Environment"", 5], [16, ""Environment"", 4], [17, ""Environment"", 3], [18, ""Environment"", 5], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
51,Type B,Description task 51,"[48, 70, 15, 78, 37, 73, 5, 76, 10, 34, 41, 32, 67, 56, 24, 77, 80, 46, 29, 4, 55, 59, 8, 28, 30, 45, 22, 49, 64, 72, 23, 7, 39, 11, 58, 71, 38, 52, 9, 12, 65, 13, 69, 26, 62, 19, 6, 18, 50, 40, 16, 2, 61, 17, 21, 31, 35, 47, 36, 66]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 2], [6, ""Product"", 2], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 1], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 1], [13, ""Environment"", 3], [14, ""Environment"", 4], [15, ""Environment"", 2], [16, ""Environment"", 5], [17, ""Environment"", 5], [18, ""Environment"", 5], [19, ""Environment"", 1], [20, ""Environment"", 2]]"
52,Type C,Description task 52,"[33, 39, 63, 29, 13, 23, 51, 12, 55, 26, 22, 79, 43, 7, 69, 27, 70, 9, 16, 40, 6, 11, 14, 46, 78, 4, 71, 5, 48, 67, 64, 35, 30, 3, 24, 62, 31, 32, 72, 38, 8, 37, 68, 57, 61, 73, 17, 53, 18, 25, 80, 19, 34, 65, 45, 1, 10, 56, 75, 2]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 5], [3, ""Product"", 3], [4, ""Product"", 4], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 4], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 3], [18, ""Environment"", 3], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
53,Type C,Description task 53,"[2, 25, 66, 26, 69, 38, 15, 40, 50, 76, 13, 8, 71, 5, 47, 23, 21, 60, 41, 28, 79, 32, 18, 46, 75, 24, 63, 48, 56, 70, 51, 42, 52, 73, 22, 19, 11, 54, 55, 1, 30, 17, 37, 44, 78, 9, 74, 27, 35, 29, 36, 3, 39, 49, 34, 7, 12, 57, 43, 4]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 4], [3, ""Product"", 2], [4, ""Product"", 4], [5, ""Product"", 2], [6, ""Product"", 1], [7, ""Product"", 1], [8, ""Product"", 3], [9, ""Product"", 2], [10, ""Product"", 5], [11, ""Environment"", 4], [12, ""Environment"", 3], [13, ""Environment"", 5], [14, ""Environment"", 3], [15, ""Environment"", 5], [16, ""Environment"", 3], [17, ""Environment"", 1], [18, ""Environment"", 1], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
