task_id,task_type,description,pre_tasks,requirements,affected_factors
54,Type B,Description task 54,"[78, 44, 55, 32, 45, 66, 1, 70, 56, 14, 61, 47, 31, 69, 37, 48, 3, 74, 11, 58, 23, 76, 18, 22, 53, 71, 59, 38, 65, 68, 6, 7, 5, 24, 15, 30, 57, 36, 21, 34, 35, 8, 16, 52, 20, 28, 51, 46, 80, 2, 25, 39, 40, 10, 41, 26, 60, 49, 33, 75]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 1], [3, ""Product"", 3], [4, ""Product"", 1], [5, ""Product"", 3], [6, ""Product"", 2], [7, ""Product"", 2], [8, ""Product"", 3], [9, ""Product"", 4], [10, ""Product"", 2], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 4], [15, ""Environment"", 3], [16, ""Environment"", 1], [17, ""Environment"", 2], [18, ""Environment"", 4], [19, ""Environment"", 3], [20, ""Environment"", 5]]"
55,Type A,Description task 55,"[14, 39, 32, 21, 67, 13, 26, 76, 11, 61, 8, 60, 75, 38, 51, 9, 30, 79, 1, 47, 65, 43, 31, 52, 37, 6, 33, 19, 69, 66, 44, 2, 73, 16, 28, 36, 70, 42, 62, 49, 74, 41, 68, 63, 46, 35, 64, 4, 53, 25, 48, 12, 10, 59, 77, 71, 50, 40, 27, 45]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 2], [3, ""Product"", 4], [4, ""Product"", 1], [5, ""Product"", 3], [6, ""Product"", 4], [7, ""Product"", 4], [8, ""Product"", 4], [9, ""Product"", 3], [10, ""Product"", 1], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 1], [14, ""Environment"", 3], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 3], [19, ""Environment"", 1], [20, ""Environment"", 1]]"
56,Type C,Description task 56,"[65, 4, 47, 50, 43, 73, 68, 10, 34, 30, 45, 72, 75, 21, 7, 46, 77, 49, 8, 36, 61, 15, 19, 16, 42, 14, 69, 55, 63, 32, 41, 27, 5, 24, 26, 57, 71, 6, 13, 51, 18, 23, 3, 12, 53, 67, 37, 60, 52, 35, 40, 33, 74, 78, 29, 79, 25, 22, 11, 66]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 1], [4, ""Product"", 1], [5, ""Product"", 2], [6, ""Product"", 3], [7, ""Product"", 2], [8, ""Product"", 4], [9, ""Product"", 2], [10, ""Product"", 2], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 4], [14, ""Environment"", 1], [15, ""Environment"", 4], [16, ""Environment"", 5], [17, ""Environment"", 5], [18, ""Environment"", 1], [19, ""Environment"", 3], [20, ""Environment"", 1]]"
57,Type C,Description task 57,"[54, 22, 16, 80, 25, 47, 9, 24, 49, 70, 61, 8, 28, 35, 39, 52, 40, 67, 21, 20, 12, 17, 51, 64, 33, 72, 79, 58, 1, 34, 7, 43, 56, 60, 65, 41, 75, 63, 15, 66, 6, 48, 38, 19, 31, 46, 37, 23, 29, 32, 27, 45, 68, 42, 62, 77, 10, 14, 3, 78]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 3], [3, ""Product"", 1], [4, ""Product"", 1], [5, ""Product"", 1], [6, ""Product"", 1], [7, ""Product"", 5], [8, ""Product"", 4], [9, ""Product"", 1], [10, ""Product"", 1], [11, ""Environment"", 1], [12, ""Environment"", 1], [13, ""Environment"", 1], [14, ""Environment"", 1], [15, ""Environment"", 2], [16, ""Environment"", 5], [17, ""Environment"", 1], [18, ""Environment"", 5], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
58,Type B,Description task 58,"[45, 38, 10, 2, 48, 71, 63, 28, 25, 9, 42, 24, 11, 35, 4, 21, 18, 51, 17, 30, 29, 79, 53, 37, 59, 22, 32, 56, 34, 43, 5, 69, 14, 76, 7, 74, 64, 13, 1, 55, 41, 20, 36, 46, 77, 26, 15, 31, 68, 52, 12, 54, 8, 57, 3, 6, 70, 47, 72, 49]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 5], [3, ""Product"", 2], [4, ""Product"", 1], [5, ""Product"", 5], [6, ""Product"", 5], [7, ""Product"", 5], [8, ""Product"", 1], [9, ""Product"", 4], [10, ""Product"", 4], [11, ""Environment"", 5], [12, ""Environment"", 2], [13, ""Environment"", 5], [14, ""Environment"", 5], [15, ""Environment"", 1], [16, ""Environment"", 3], [17, ""Environment"", 1], [18, ""Environment"", 4], [19, ""Environment"", 3], [20, ""Environment"", 4]]"
59,Type A,Description task 59,"[46, 51, 26, 1, 32, 56, 43, 14, 24, 36, 4, 75, 8, 45, 11, 40, 15, 30, 31, 23, 9, 76, 50, 61, 20, 42, 17, 25, 41, 6, 60, 62, 79, 5, 16, 66, 80, 69, 48, 33, 13, 44, 70, 49, 34, 28, 2, 39, 27, 71, 38, 63, 7, 64, 47, 54, 22, 3, 78, 67]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 4], [3, ""Product"", 3], [4, ""Product"", 1], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 4], [8, ""Product"", 5], [9, ""Product"", 5], [10, ""Product"", 4], [11, ""Environment"", 1], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 2], [15, ""Environment"", 2], [16, ""Environment"", 5], [17, ""Environment"", 1], [18, ""Environment"", 1], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
60,Type B,Description task 60,"[28, 11, 46, 16, 9, 27, 41, 25, 30, 21, 64, 50, 37, 24, 55, 17, 22, 45, 76, 54, 67, 26, 70, 47, 80, 74, 77, 5, 78, 43, 35, 71, 56, 23, 6, 63, 18, 38, 14, 57, 33, 4, 15, 61, 68, 42, 32, 66, 58, 72, 79, 10, 20, 19, 51, 29, 52, 31, 12, 48]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 4], [3, ""Product"", 5], [4, ""Product"", 1], [5, ""Product"", 3], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 5], [10, ""Product"", 4], [11, ""Environment"", 1], [12, ""Environment"", 1], [13, ""Environment"", 3], [14, ""Environment"", 5], [15, ""Environment"", 3], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 3], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
61,Type A,Description task 61,"[12, 21, 18, 77, 62, 48, 39, 49, 76, 63, 78, 3, 52, 22, 46, 32, 47, 37, 20, 30, 10, 65, 68, 29, 74, 33, 60, 15, 34, 14, 27, 9, 73, 23, 11, 50, 2, 16, 58, 67, 75, 70, 13, 31, 42, 28, 44, 69, 26, 51, 38, 64, 6, 17, 72, 66, 36, 53, 5, 79]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 3], [3, ""Product"", 1], [4, ""Product"", 5], [5, ""Product"", 4], [6, ""Product"", 4], [7, ""Product"", 2], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 1], [13, ""Environment"", 5], [14, ""Environment"", 1], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 5], [18, ""Environment"", 4], [19, ""Environment"", 4], [20, ""Environment"", 5]]"
62,Type C,Description task 62,"[54, 29, 21, 51, 44, 15, 2, 70, 13, 74, 78, 40, 46, 28, 16, 71, 63, 50, 68, 65, 18, 3, 79, 23, 58, 57, 7, 20, 75, 45, 5, 47, 32, 38, 48, 59, 10, 80, 53, 52, 72, 27, 77, 35, 26, 37, 12, 17, 8, 34, 11, 9, 73, 14, 56, 67, 76, 39, 60, 24]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 5], [5, ""Product"", 2], [6, ""Product"", 4], [7, ""Product"", 1], [8, ""Product"", 4], [9, ""Product"", 5], [10, ""Product"", 2], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 5], [14, ""Environment"", 5], [15, ""Environment"", 5], [16, ""Environment"", 4], [17, ""Environment"", 2], [18, ""Environment"", 3], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
63,Type B,Description task 63,"[74, 48, 62, 41, 70, 67, 49, 5, 31, 58, 32, 15, 54, 23, 57, 50, 2, 13, 1, 45, 16, 14, 34, 6, 21, 10, 78, 69, 38, 20, 11, 22, 60, 47, 18, 33, 24, 51, 68, 65, 73, 30, 9, 36, 4, 12, 40, 26, 3, 56, 37, 79, 17, 76, 64, 55, 61, 28, 29, 71]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 1], [3, ""Product"", 4], [4, ""Product"", 3], [5, ""Product"", 3], [6, ""Product"", 4], [7, ""Product"", 2], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 2], [11, ""Environment"", 3], [12, ""Environment"", 5], [13, ""Environment"", 4], [14, ""Environment"", 5], [15, ""Environment"", 4], [16, ""Environment"", 1], [17, ""Environment"", 3], [18, ""Environment"", 5], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
64,Type B,Description task 64,"[16, 32, 58, 66, 34, 50, 27, 70, 55, 5, 48, 79, 2, 62, 20, 14, 53, 30, 31, 52, 43, 75, 74, 9, 68, 7, 61, 11, 40, 47, 46, 69, 51, 73, 23, 21, 33, 45, 57, 38, 56, 37, 44, 71, 49, 54, 78, 36, 17, 28, 10, 29, 22, 15, 1, 76, 35, 6, 72, 8]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 5], [4, ""Product"", 4], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 3], [8, ""Product"", 3], [9, ""Product"", 1], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 4], [13, ""Environment"", 1], [14, ""Environment"", 1], [15, ""Environment"", 2], [16, ""Environment"", 1], [17, ""Environment"", 5], [18, ""Environment"", 1], [19, ""Environment"", 4], [20, ""Environment"", 5]]"
65,Type B,Description task 65,"[50, 11, 78, 20, 3, 10, 15, 9, 66, 25, 58, 42, 12, 72, 13, 5, 35, 49, 56, 47, 33, 44, 41, 16, 69, 73, 54, 46, 63, 59, 39, 61, 32, 22, 27, 26, 55, 48, 40, 1, 28, 31, 53, 30, 57, 7, 60, 6, 80, 64, 79, 77, 67, 43, 29, 45, 14, 70, 38, 8]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 1], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 1], [10, ""Product"", 5], [11, ""Environment"", 5], [12, ""Environment"", 1], [13, ""Environment"", 2], [14, ""Environment"", 5], [15, ""Environment"", 1], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 1], [19, ""Environment"", 2], [20, ""Environment"", 4]]"
66,Type C,Description task 66,"[4, 75, 26, 38, 34, 21, 2, 79, 19, 63, 55, 65, 69, 72, 70, 68, 24, 39, 71, 32, 56, 17, 13, 62, 41, 11, 77, 36, 51, 44, 12, 20, 3, 43, 25, 42, 22, 37, 31, 52, 28, 54, 29, 78, 47, 30, 14, 15, 49, 16, 74, 23, 67, 76, 33, 18, 6, 57, 50, 61]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 4], [4, ""Product"", 1], [5, ""Product"", 1], [6, ""Product"", 5], [7, ""Product"", 1], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 3], [11, ""Environment"", 5], [12, ""Environment"", 4], [13, ""Environment"", 3], [14, ""Environment"", 3], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 5], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
67,Type A,Description task 67,"[37, 55, 2, 32, 7, 75, 8, 34, 27, 44, 50, 3, 25, 11, 1, 12, 51, 70, 33, 78, 42, 39, 26, 58, 15, 68, 54, 79, 64, 63, 31, 5, 56, 46, 28, 57, 38, 62, 9, 77, 71, 14, 19, 61, 65, 4, 40, 36, 20, 29, 69, 17, 43, 22, 53, 35, 76, 80, 47, 74]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 5], [3, ""Product"", 5], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 4], [8, ""Product"", 3], [9, ""Product"", 4], [10, ""Product"", 4], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 1], [15, ""Environment"", 1], [16, ""Environment"", 2], [17, ""Environment"", 4], [18, ""Environment"", 3], [19, ""Environment"", 3], [20, ""Environment"", 2]]"
68,Type A,Description task 68,"[55, 2, 26, 38, 76, 54, 44, 46, 31, 73, 32, 53, 63, 60, 5, 65, 35, 36, 71, 22, 79, 40, 1, 34, 29, 48, 69, 64, 16, 21, 30, 52, 9, 49, 18, 75, 67, 47, 24, 72, 39, 50, 25, 45, 78, 15, 57, 28, 70, 42, 43, 19, 6, 4, 10, 20, 59, 74, 61, 33]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 3], [3, ""Product"", 5], [4, ""Product"", 5], [5, ""Product"", 4], [6, ""Product"", 4], [7, ""Product"", 2], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 4], [11, ""Environment"", 4], [12, ""Environment"", 2], [13, ""Environment"", 1], [14, ""Environment"", 4], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 5], [18, ""Environment"", 3], [19, ""Environment"", 5], [20, ""Environment"", 4]]"
69,Type A,Description task 69,"[13, 60, 28, 7, 19, 5, 22, 34, 46, 70, 45, 49, 18, 62, 31, 66, 55, 8, 3, 4, 14, 71, 20, 36, 39, 53, 6, 72, 67, 44, 75, 63, 54, 9, 80, 43, 74, 10, 41, 51, 76, 30, 16, 40, 1, 52, 79, 47, 11, 24, 42, 59, 29, 58, 48, 15, 33, 25, 2, 73]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 3], [3, ""Product"", 5], [4, ""Product"", 2], [5, ""Product"", 1], [6, ""Product"", 3], [7, ""Product"", 5], [8, ""Product"", 4], [9, ""Product"", 3], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 4], [13, ""Environment"", 1], [14, ""Environment"", 5], [15, ""Environment"", 4], [16, ""Environment"", 5], [17, ""Environment"", 3], [18, ""Environment"", 2], [19, ""Environment"", 3], [20, ""Environment"", 2]]"
70,Type A,Description task 70,"[28, 20, 1, 75, 56, 57, 60, 27, 11, 63, 52, 43, 16, 23, 48, 10, 13, 72, 73, 29, 2, 31, 35, 68, 45, 44, 15, 76, 79, 66, 9, 18, 39, 46, 50, 32, 78, 64, 33, 77, 55, 8, 41, 80, 14, 19, 36, 62, 6, 40, 69, 38, 22, 47, 42, 17, 67, 21, 24, 26]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 5], [3, ""Product"", 1], [4, ""Product"", 4], [5, ""Product"", 3], [6, ""Product"", 3], [7, ""Product"", 4], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 3], [12, ""Environment"", 1], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 3], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 4], [19, ""Environment"", 3], [20, ""Environment"", 3]]"
71,Type C,Description task 71,"[19, 10, 36, 7, 59, 8, 65, 12, 41, 34, 60, 43, 53, 25, 75, 24, 3, 30, 15, 72, 33, 57, 80, 64, 46, 62, 77, 37, 68, 22, 9, 74, 51, 42, 44, 55, 52, 38, 14, 63, 66, 18, 54, 45, 47, 48, 76, 26, 79, 13, 1, 50, 32, 6, 16, 69, 35, 4, 23, 67]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 1], [3, ""Product"", 3], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 5], [8, ""Product"", 2], [9, ""Product"", 2], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 4], [13, ""Environment"", 4], [14, ""Environment"", 4], [15, ""Environment"", 4], [16, ""Environment"", 3], [17, ""Environment"", 4], [18, ""Environment"", 4], [19, ""Environment"", 5], [20, ""Environment"", 5]]"
72,Type C,Description task 72,"[16, 69, 2, 67, 48, 77, 73, 1, 41, 62, 74, 49, 34, 9, 44, 45, 7, 66, 3, 17, 64, 54, 14, 28, 30, 50, 63, 22, 10, 75, 21, 52, 11, 29, 37, 58, 53, 4, 19, 78, 38, 60, 57, 40, 46, 15, 79, 12, 33, 27, 42, 5, 55, 13, 36, 51, 39, 56, 31, 68]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 1], [3, ""Product"", 5], [4, ""Product"", 3], [5, ""Product"", 5], [6, ""Product"", 4], [7, ""Product"", 4], [8, ""Product"", 4], [9, ""Product"", 5], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 1], [13, ""Environment"", 4], [14, ""Environment"", 1], [15, ""Environment"", 2], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 3]]"
73,Type A,Description task 73,"[19, 65, 48, 35, 72, 76, 59, 12, 26, 67, 32, 64, 49, 77, 37, 25, 39, 61, 46, 69, 24, 7, 1, 5, 75, 4, 63, 43, 2, 22, 3, 30, 9, 17, 36, 40, 78, 27, 54, 18, 47, 68, 55, 42, 20, 71, 70, 33, 60, 57, 16, 79, 13, 11, 53, 56, 66, 41, 45, 21]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 5], [3, ""Product"", 1], [4, ""Product"", 4], [5, ""Product"", 3], [6, ""Product"", 1], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 4], [10, ""Product"", 5], [11, ""Environment"", 4], [12, ""Environment"", 5], [13, ""Environment"", 1], [14, ""Environment"", 2], [15, ""Environment"", 5], [16, ""Environment"", 1], [17, ""Environment"", 4], [18, ""Environment"", 5], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
74,Type B,Description task 74,"[51, 23, 59, 6, 32, 29, 37, 39, 11, 57, 20, 65, 41, 35, 1, 13, 55, 31, 67, 3, 77, 53, 49, 17, 70, 68, 24, 25, 27, 63, 58, 72, 5, 50, 79, 47, 44, 40, 21, 22, 16, 75, 9, 45, 14, 28, 8, 48, 19, 10, 42, 2, 34, 56, 60, 62, 61, 76, 73, 43]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 3], [3, ""Product"", 1], [4, ""Product"", 4], [5, ""Product"", 4], [6, ""Product"", 2], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 1], [10, ""Product"", 4], [11, ""Environment"", 5], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 2], [15, ""Environment"", 3], [16, ""Environment"", 1], [17, ""Environment"", 2], [18, ""Environment"", 5], [19, ""Environment"", 3], [20, ""Environment"", 3]]"
75,Type B,Description task 75,"[12, 8, 3, 74, 52, 78, 11, 21, 26, 49, 16, 38, 25, 2, 27, 29, 68, 42, 56, 36, 71, 4, 50, 67, 80, 1, 79, 76, 51, 73, 72, 58, 77, 19, 7, 10, 6, 65, 41, 17, 69, 5, 55, 61, 34, 62, 53, 57, 64, 18, 37, 15, 60, 28, 35, 48, 14, 30, 24, 44]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 3], [3, ""Product"", 5], [4, ""Product"", 5], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 4], [10, ""Product"", 3], [11, ""Environment"", 1], [12, ""Environment"", 3], [13, ""Environment"", 5], [14, ""Environment"", 5], [15, ""Environment"", 2], [16, ""Environment"", 4], [17, ""Environment"", 3], [18, ""Environment"", 5], [19, ""Environment"", 2], [20, ""Environment"", 3]]"
76,Type B,Description task 76,"[27, 56, 58, 67, 68, 14, 78, 18, 80, 41, 7, 73, 2, 66, 38, 10, 71, 40, 57, 30, 32, 20, 17, 49, 48, 64, 12, 4, 23, 39, 62, 77, 3, 8, 36, 79, 6, 19, 46, 60, 63, 51, 22, 26, 16, 24, 61, 11, 52, 59, 47, 43, 75, 25, 31, 15, 28, 69, 70, 53]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 5], [3, ""Product"", 3], [4, ""Product"", 2], [5, ""Product"", 4], [6, ""Product"", 4], [7, ""Product"", 5], [8, ""Product"", 5], [9, ""Product"", 1], [10, ""Product"", 1], [11, ""Environment"", 5], [12, ""Environment"", 1], [13, ""Environment"", 3], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 5], [17, ""Environment"", 4], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 5]]"
77,Type A,Description task 77,"[42, 26, 18, 69, 43, 23, 40, 64, 10, 4, 11, 47, 33, 72, 2, 79, 52, 32, 66, 51, 67, 63, 21, 60, 49, 78, 62, 8, 61, 3, 76, 22, 13, 44, 28, 53, 41, 5, 46, 74, 80, 71, 14, 45, 58, 15, 50, 30, 9, 27, 31, 1, 65, 70, 54, 68, 25, 39, 35, 29]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 5], [3, ""Product"", 2], [4, ""Product"", 3], [5, ""Product"", 1], [6, ""Product"", 5], [7, ""Product"", 4], [8, ""Product"", 2], [9, ""Product"", 5], [10, ""Product"", 4], [11, ""Environment"", 5], [12, ""Environment"", 2], [13, ""Environment"", 3], [14, ""Environment"", 4], [15, ""Environment"", 3], [16, ""Environment"", 5], [17, ""Environment"", 2], [18, ""Environment"", 3], [19, ""Environment"", 2], [20, ""Environment"", 5]]"
78,Type B,Description task 78,"[54, 38, 25, 24, 68, 73, 40, 27, 79, 19, 8, 48, 1, 74, 34, 17, 67, 45, 66, 53, 32, 71, 36, 5, 75, 28, 70, 13, 62, 21, 30, 77, 26, 23, 22, 72, 16, 9, 37, 57, 42, 43, 63, 46, 2, 11, 65, 6, 51, 49, 64, 15, 61, 60, 29, 4, 41, 58, 80, 3]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 2], [3, ""Product"", 2], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 3], [7, ""Product"", 1], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 2], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 3], [14, ""Environment"", 2], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 3], [18, ""Environment"", 4], [19, ""Environment"", 3], [20, ""Environment"", 2]]"
79,Type A,Description task 79,"[21, 77, 25, 12, 16, 6, 49, 73, 35, 29, 68, 40, 78, 52, 32, 70, 65, 13, 37, 38, 76, 18, 36, 74, 19, 4, 47, 39, 10, 55, 42, 27, 71, 66, 22, 2, 80, 11, 56, 20, 61, 75, 30, 31, 57, 23, 51, 58, 8, 64, 15, 1, 72, 59, 46, 67, 43, 41, 45, 5]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 2], [3, ""Product"", 3], [4, ""Product"", 1], [5, ""Product"", 5], [6, ""Product"", 3], [7, ""Product"", 1], [8, ""Product"", 1], [9, ""Product"", 5], [10, ""Product"", 5], [11, ""Environment"", 3], [12, ""Environment"", 5], [13, ""Environment"", 4], [14, ""Environment"", 5], [15, ""Environment"", 1], [16, ""Environment"", 3], [17, ""Environment"", 5], [18, ""Environment"", 2], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
80,Type B,Description task 80,"[63, 50, 22, 6, 8, 33, 60, 11, 25, 28, 26, 56, 71, 74, 55, 18, 37, 76, 16, 30, 53, 17, 43, 42, 34, 20, 66, 78, 27, 19, 58, 67, 24, 31, 44, 4, 77, 72, 32, 79, 70, 62, 23, 12, 52, 65, 59, 21, 15, 39, 1, 3, 57, 7, 13, 75, 29, 45, 69, 47]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 5], [3, ""Product"", 2], [4, ""Product"", 2], [5, ""Product"", 3], [6, ""Product"", 1], [7, ""Product"", 1], [8, ""Product"", 4], [9, ""Product"", 4], [10, ""Product"", 4], [11, ""Environment"", 2], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 5], [15, ""Environment"", 4], [16, ""Environment"", 1], [17, ""Environment"", 3], [18, ""Environment"", 4], [19, ""Environment"", 2], [20, ""Environment"", 4]]"
